audio,text,speaker,utterance,mic,n_words,duration_sec,text_devnagari,sentence_id
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M22\M22_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M22,M22_S1_H27,M2,5,1.6963125,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M22\M22_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M22,M22_S1_H30,M2,5,2.5274375,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H01_M2.wav,aapakei hindii pasanda karanei khushii hai,M24,M24_S1_H01,M2,6,2.825,आपके हिंदी पसंद करने खुशी है,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H02_M2.wav,isakei badalei mein tuma kuchha maanaga loo,M24,M24_S1_H02,M2,7,2.7000625,इसके बदले में तुम कुछ मांग लो,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M24,M24_S1_H03,M2,6,2.1375625,चिकित्सा का अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M24,M24_S1_H04,M2,5,1.7563125,इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M24,M24_S1_H05,M2,5,1.7188125,मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M24,M24_S1_H06,M2,8,2.7125625,अब जो मैं कहता हूं उसका पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M24,M24_S1_H07,M2,6,1.6938125,भारत में ऐसा नहीं हुआ है,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M24,M24_S1_H08,M2,6,3.2188125,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M24,M24_S1_H11,M2,7,2.0188125,यहाँ से संघर्ष का दौर शुरू हुआ,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H12_M2.wav,doonoon mein badaa antara thaa,M24,M24_S1_H12,M2,5,2.2750625,दोनों में बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,M24,M24_S1_H14,M2,7,1.7813125,बहुत से लोग ऐसा कर रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M24,M24_S1_H15,M2,9,2.7750625,समय के साथ ही नहीं उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M24,M24_S1_H17,M2,5,1.7875625,शायद समझ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M24,M24_S1_H19,M2,8,2.1000625,मैं भूला ही गया था इस बात को,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M24,M24_S1_H20,M2,5,1.6750625,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M24,M24_S1_H21,M2,6,2.1500625,दर का अर्थ होता है भय,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H22_M2.wav,eika baara phira sei aabhaara,M24,M24_S1_H22,M2,5,1.8875625,एक बार फिर से आभार,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M24,M24_S1_H23,M2,7,2.2250625,ना जाने कितने लोग इसे पढ़ते है,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M24,M24_S1_H26,M2,7,3.2238125,आप अपना यह अच्छा कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M24,M24_S1_H27,M2,5,1.4325625,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M24,M24_S1_H30,M2,5,1.680125,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,M25,M25_S1_H01,M2,7,2.85,आपके हिंदी पसंद करने पर खुशी हुई,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,M25,M25_S1_H02,M2,8,2.9000625,इसके बदले में तुम कुछ और मांग लो,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M25,M25_S1_H03,M2,6,3.2063125,चिकित्सा का अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M25,M25_S1_H04,M2,5,2.2750625,इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M25,M25_S1_H05,M2,5,2.4188125,मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M25,M25_S1_H06,M2,8,2.8688125,अब जो मैं कहता हूं उसका पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M25,M25_S1_H07,M2,6,2.3000625,भारत में ऐसा नहीं हुआ है,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M25,M25_S1_H08,M2,6,3.6813125,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M25,M25_S1_H11,M2,7,2.3438125,यहाँ से संघर्ष का दौर शुरू हुआ,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H12_M2.wav,doonoon mein badaa antara thaa,M25,M25_S1_H12,M2,5,1.9313125,दोनों में बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H14_M2.wav,bahuta sei looga aisaa kara kara rahei hai,M25,M25_S1_H14,M2,8,2.7750625,बहुत से लोग ऐसा कर कर रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M25,M25_S1_H15,M2,9,4.1375625,समय के साथ ही नहीं उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H17_M2.wav,shaayada samajha aa aa gayaa hoo,M25,M25_S1_H17,M2,6,4.0938125,शायद समझ आ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M25,M25_S1_H19,M2,8,3.9625625,मैं भूला ही गया था इस बात को,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M25,M25_S1_H20,M2,5,2.0250625,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M25,M25_S1_H21,M2,6,2.5375625,दर का अर्थ होता है भय,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H22_M2.wav,eika baara phira sei aabhaara,M25,M25_S1_H22,M2,5,2.4000625,एक बार फिर से आभार,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M25,M25_S1_H23,M2,7,4.5125625,ना जाने कितने लोग इसे पढ़ते है,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M25,M25_S1_H26,M2,7,6.112625,आप अपना यह अच्छा कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M25,M25_S1_H27,M2,5,1.6313125,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M25,M25_S1_H30,M2,5,2.64625,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,M28,M28_S1_H01,M2,7,3.91875,आपके हिंदी पसंद करने पर खुशी हुई,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H02_M2.wav,isakei badalei badalei mein tuma kuchha aura maanaga loo,M28,M28_S1_H02,M2,9,6.9125625,इसके बदले बदले में तुम कुछ और मांग लो,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M28,M28_S1_H03,M2,6,2.6813125,चिकित्सा का अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M28,M28_S1_H04,M2,5,5.0188125,इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M28,M28_S1_H05,M2,5,3.0563125,मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M28,M28_S1_H06,M2,8,5.8188125,अब जो मैं कहता हूं उसका पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M28,M28_S1_H07,M2,6,2.8500625,भारत में ऐसा नहीं हुआ है,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M28,M28_S1_H08,M2,6,7.5563125,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M28,M28_S1_H11,M2,7,4.1125625,यहाँ से संघर्ष का दौर शुरू हुआ,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H12_M2.wav,doonoon mein badaa antara thaa,M28,M28_S1_H12,M2,5,5.2813125,दोनों में बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,M28,M28_S1_H14,M2,7,3.4563125,बहुत से लोग ऐसा कर रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei usasei aagei chalaa jaaei,M28,M28_S1_H15,M2,10,6.1500625,समय के साथ ही नहीं उससे उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M28,M28_S1_H17,M2,5,4.6563125,शायद समझ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M28,M28_S1_H19,M2,8,4.7000625,मैं भूला ही गया था इस बात को,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M28,M28_S1_H20,M2,5,2.5750625,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M28,M28_S1_H21,M2,6,4.4250625,दर का अर्थ होता है भय,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H22_M2.wav,eika baara phira sei aabhaara,M28,M28_S1_H22,M2,5,3.7813125,एक बार फिर से आभार,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M28,M28_S1_H23,M2,7,6.9688125,ना जाने कितने लोग इसे पढ़ते है,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H26_M2.wav,aapa apanaa yaha achchhaa jaarii rakhein kaarya,M28,M28_S1_H26,M2,7,7.0000625,आप अपना यह अच्छा जारी रखें कार्य,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M28,M28_S1_H27,M2,5,2.3938125,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M28,M28_S1_H30,M2,5,3.3563125,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,M32,M32_S1_H01,M2,7,3.24375,आपके हिंदी पसंद करने पर खुशी हुई,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,M32,M32_S1_H02,M2,8,2.8000625,इसके बदले में तुम कुछ और मांग लो,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M32,M32_S1_H03,M2,6,2.8688125,चिकित्सा का अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H04_M2.wav,aisei aisei hii jaarii rakhein,M32,M32_S1_H04,M2,5,3.3188125,ऐसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M32,M32_S1_H05,M2,5,2.2250625,मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M32,M32_S1_H06,M2,8,2.7188125,अब जो मैं कहता हूं उसका पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M32,M32_S1_H07,M2,6,2.2625625,भारत में ऐसा नहीं हुआ है,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M32,M32_S1_H08,M2,6,3.3938125,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M32,M32_S1_H11,M2,7,2.5619375,यहाँ से संघर्ष का दौर शुरू हुआ,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H12_M2.wav,doonoon mein badaa antara thaa,M32,M32_S1_H12,M2,5,1.9238125,दोनों में बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,M32,M32_S1_H14,M2,7,2.0375625,बहुत से लोग ऐसा कर रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H15_M2.wav,samaya kei saatha hii nahiin aagei chalaa jaaei,M32,M32_S1_H15,M2,8,4.1750625,समय के साथ ही नहीं आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M32,M32_S1_H17,M2,5,1.8250625,शायद समझ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M32,M32_S1_H19,M2,8,2.4500625,मैं भूला ही गया था इस बात को,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M32,M32_S1_H20,M2,5,1.8313125,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M32,M32_S1_H21,M2,6,1.9000625,दर का अर्थ होता है भय,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H22_M2.wav,eika baara phira sei aabhaara,M32,M32_S1_H22,M2,5,1.8938125,एक बार फिर से आभार,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M32,M32_S1_H23,M2,7,3.0500625,ना जाने कितने लोग इसे पढ़ते है,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H26_M2.wav,aapa apanaa yaha kaarya jaarii rakhein,M32,M32_S1_H26,M2,6,3.0438125,आप अपना यह कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M32,M32_S1_H27,M2,5,2.0500625,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M32\M32_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M32,M32_S1_H30,M2,5,1.729375,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii hai huii,M33,M33_S1_H01,M2,9,3.61875,आपके हिंदी पसंद करने पर खुशी हुई है हुई,H01
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H02_M2.wav,isakei badalei mein mein tuma kuchha aura maanaga loo,M33,M33_S1_H02,M2,9,4.1563125,इसके बदले में में तुम कुछ और मांग लो,H02
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M33,M33_S1_H03,M2,6,2.2563125,चिकित्सा का अर्थ होता है इलाज,H03
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M33,M33_S1_H04,M2,5,2.0563125,इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M33,M33_S1_H05,M2,5,1.9125625,मदद के लिए बहुत धन्यवाद,H05
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M33,M33_S1_H06,M2,8,2.6688125,अब जो मैं कहता हूं उसका पालन करो,H06
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M33,M33_S1_H07,M2,6,2.1250625,भारत में ऐसा नहीं हुआ है,H07
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M33,M33_S1_H08,M2,6,3.7438125,इस सहयोग हेतु भी बहुत धन्यवाद,H08
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M33,M33_S1_H11,M2,7,4.6563125,यहाँ से संघर्ष का दौर शुरू हुआ,H11
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H12_M2.wav,doonoon mein badaa antara thaa,M33,M33_S1_H12,M2,5,2.8438125,दोनों में बड़ा अंतर था,H12
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,M33,M33_S1_H14,M2,7,2.2375625,बहुत से लोग ऐसा कर रहे है,H14
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M33,M33_S1_H15,M2,9,4.1563125,समय के साथ ही नहीं उससे आगे चला जाए,H15
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M33,M33_S1_H17,M2,5,2.9138125,शायद समझ आ गया हो,H17
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M33,M33_S1_H19,M2,8,2.4625625,मैं भूला ही गया था इस बात को,H19
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M33,M33_S1_H20,M2,5,1.6750625,मगर वह भी नहीं हुआ,H20
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M33,M33_S1_H21,M2,6,2.0313125,दर का अर्थ होता है भय,H21
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H22_M2.wav,eika baara phira sei aabhaara,M33,M33_S1_H22,M2,5,1.9438125,एक बार फिर से आभार,H22
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M33,M33_S1_H23,M2,7,2.3813125,ना जाने कितने लोग इसे पढ़ते है,H23
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M33,M33_S1_H26,M2,7,2.9813125,आप अपना यह अच्छा कार्य जारी रखें,H26
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M33,M33_S1_H27,M2,5,1.6125625,मैं भारत में रहता हूं,H27
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M33\M33_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M33,M33_S1_H30,M2,5,2.7265,जल्दी से जल्दी कुछ कीजिए,H30
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M36\M36_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M36,M36_S1_H04,M2,5,1.59375,इसे ऐसे ही जारी रखें,H04
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M36\M36_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M36,M36_S1_H05,M2,5,1.8688125,मदद के लिए बहुत धन्यवाद,H05
