audio,text,speaker,utterance,mic,n_words,duration_sec,text_devnagari
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M23\M23_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M23,M23_S1_H20,M2,5,1.6563125,मगर वह भी नहीं हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M23\M23_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M23,M23_S1_H21,M2,6,2.0563125,दर का अर्थ होता है भय
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M23\M23_S1_H22_M2.wav,eika baara phira sei aabhaara,M23,M23_S1_H22,M2,5,1.7563125,एक बार फिर से आभार
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M23\M23_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M23,M23_S1_H23,M2,7,2.3938125,ना जाने कितने लोग इसे पढ़ते है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M23\M23_S1_H24_M2.wav,abhii main shaanta hii huuna,M23,M23_S1_H24,M2,5,1.7063125,अभी मैं शांत ही हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M23\M23_S1_H25_M2.wav,svaagata kei liyei dhanyavaada,M23,M23_S1_H25,M2,4,1.7563125,स्वागत के लिए धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M23\M23_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M23,M23_S1_H26,M2,7,3.0313125,आप अपना यह अच्छा कार्य जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M23\M23_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M23,M23_S1_H27,M2,5,1.5875625,मैं भारत में रहता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M23\M23_S1_H28_M2.wav,kahaa jaataa hai ki unhoonnei kabhii jiivana mein jhuutha kaa sahaaraa nahiin liyaa,M23,M23_S1_H28,M2,13,4.7563125,कहा जाता है कि उन्होंने कभी जीवन में झूठ का सहारा नहीं लिया
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M23\M23_S1_H29_M2.wav,aapakaa sandeisha paakara achchhaa lagaa,M23,M23_S1_H29,M2,5,2.3363125,आपका संदेश पाकर अच्छा लगा
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M23\M23_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M23,M23_S1_H30,M2,5,1.7219375,जल्दी से जल्दी कुछ कीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H01_M2.wav,aapakei hindii pasanda karanei khushii hai,M24,M24_S1_H01,M2,6,2.825,आपके हिंदी पसंद करने खुशी है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H02_M2.wav,isakei badalei mein tuma kuchha maanaga loo,M24,M24_S1_H02,M2,7,2.7000625,इसके बदले में तुम कुछ मांग लो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M24,M24_S1_H03,M2,6,2.1375625,चिकित्सा का अर्थ होता है इलाज
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M24,M24_S1_H04,M2,5,1.7563125,इसे ऐसे ही जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M24,M24_S1_H05,M2,5,1.7188125,मदद के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M24,M24_S1_H06,M2,8,2.7125625,अब जो मैं कहता हूं उसका पालन करो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M24,M24_S1_H07,M2,6,1.6938125,भारत में ऐसा नहीं हुआ है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M24,M24_S1_H08,M2,6,3.2188125,इस सहयोग हेतु भी बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H09_M2.wav,para yaha sanbhava naa hoo sakaa,M24,M24_S1_H09,M2,6,1.6125625,पर यह संभव ना हो सका
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H10_M2.wav,meirii baatoon baatoon ki oora dhyaana diijiyei,M24,M24_S1_H10,M2,7,3.3313125,मेरी बातों बातों कि और ध्यान दीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M24,M24_S1_H11,M2,7,2.0188125,यहाँ से संघर्ष का दौर शुरू हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H12_M2.wav,doonoon mein badaa antara thaa,M24,M24_S1_H12,M2,5,2.2750625,दोनों में बड़ा अंतर था
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H13_M2.wav,aapa sabhii kei sahayooga kei liyei bahuta dhanyavaada,M24,M24_S1_H13,M2,8,3.2125625,आप सभी के सहयोग के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,M24,M24_S1_H14,M2,7,1.7813125,बहुत से लोग ऐसा कर रहे है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M24,M24_S1_H15,M2,9,2.7750625,समय के साथ ही नहीं उससे आगे चला जाए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H16_M2.wav,main krikeita kheila kheila kaa kaaphii pasanda karataa huuna,M24,M24_S1_H16,M2,9,3.6125625,मैं क्रिकेट खेल खेल का काफी पसंद करता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M24,M24_S1_H17,M2,5,1.7875625,शायद समझ आ गया हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H18_M2.wav,joo shaayada aapanei deikhaa naa hoo,M24,M24_S1_H18,M2,6,2.2313125,जो शायद आपने देखा ना हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M24,M24_S1_H19,M2,8,2.1000625,मैं भूला ही गया था इस बात को
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M24,M24_S1_H20,M2,5,1.6750625,मगर वह भी नहीं हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M24,M24_S1_H21,M2,6,2.1500625,दर का अर्थ होता है भय
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H22_M2.wav,eika baara phira sei aabhaara,M24,M24_S1_H22,M2,5,1.8875625,एक बार फिर से आभार
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M24,M24_S1_H23,M2,7,2.2250625,ना जाने कितने लोग इसे पढ़ते है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H24_M2.wav,abhii main shaanta hii huuna,M24,M24_S1_H24,M2,5,1.4250625,अभी मैं शांत ही हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H25_M2.wav,svaagata kei liyei dhanyavaada,M24,M24_S1_H25,M2,4,1.7563125,स्वागत के लिए धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M24,M24_S1_H26,M2,7,3.2238125,आप अपना यह अच्छा कार्य जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M24,M24_S1_H27,M2,5,1.4325625,मैं भारत में रहता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H28_M2.wav,kahaa jaataa hai ki unhoonnei kabhii jiivana mein jhuutha kaa sahaaraa nahiin liyaa,M24,M24_S1_H28,M2,13,6.3875625,कहा जाता है कि उन्होंने कभी जीवन में झूठ का सहारा नहीं लिया
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H29_M2.wav,aapakaa sandeisha paakara achchhaa lagaa,M24,M24_S1_H29,M2,5,2.0169375,आपका संदेश पाकर अच्छा लगा
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M24\M24_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M24,M24_S1_H30,M2,5,1.680125,जल्दी से जल्दी कुछ कीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,M25,M25_S1_H01,M2,7,2.85,आपके हिंदी पसंद करने पर खुशी हुई
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,M25,M25_S1_H02,M2,8,2.9000625,इसके बदले में तुम कुछ और मांग लो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M25,M25_S1_H03,M2,6,3.2063125,चिकित्सा का अर्थ होता है इलाज
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M25,M25_S1_H04,M2,5,2.2750625,इसे ऐसे ही जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M25,M25_S1_H05,M2,5,2.4188125,मदद के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M25,M25_S1_H06,M2,8,2.8688125,अब जो मैं कहता हूं उसका पालन करो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M25,M25_S1_H07,M2,6,2.3000625,भारत में ऐसा नहीं हुआ है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M25,M25_S1_H08,M2,6,3.6813125,इस सहयोग हेतु भी बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H09_M2.wav,para yaha yaha sanbhava naa hoo sakaa,M25,M25_S1_H09,M2,7,3.3125625,पर यह यह संभव ना हो सका
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H10_M2.wav,meirii baatoon ki oora dhyaana diijiyei,M25,M25_S1_H10,M2,6,3.3125625,मेरी बातों कि और ध्यान दीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M25,M25_S1_H11,M2,7,2.3438125,यहाँ से संघर्ष का दौर शुरू हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H12_M2.wav,doonoon mein badaa antara thaa,M25,M25_S1_H12,M2,5,1.9313125,दोनों में बड़ा अंतर था
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H13_M2.wav,aapa sabhii kei kei sahayooga kei liyei bahuta dhanyavaada,M25,M25_S1_H13,M2,9,3.7750625,आप सभी के के सहयोग के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H14_M2.wav,bahuta sei looga aisaa kara kara rahei hai,M25,M25_S1_H14,M2,8,2.7750625,बहुत से लोग ऐसा कर कर रहे है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M25,M25_S1_H15,M2,9,4.1375625,समय के साथ ही नहीं उससे आगे चला जाए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H16_M2.wav,main krikeita kheila koo kaaphii pasanda karataa huuna,M25,M25_S1_H16,M2,8,4.0375625,मैं क्रिकेट खेल को काफी पसंद करता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H17_M2.wav,shaayada samajha aa aa gayaa hoo,M25,M25_S1_H17,M2,6,4.0938125,शायद समझ आ आ गया हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H18_M2.wav,joo shaayada aapanei deikhaa naa hoo,M25,M25_S1_H18,M2,6,3.1313125,जो शायद आपने देखा ना हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M25,M25_S1_H19,M2,8,3.9625625,मैं भूला ही गया था इस बात को
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M25,M25_S1_H20,M2,5,2.0250625,मगर वह भी नहीं हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M25,M25_S1_H21,M2,6,2.5375625,दर का अर्थ होता है भय
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H22_M2.wav,eika baara phira sei aabhaara,M25,M25_S1_H22,M2,5,2.4000625,एक बार फिर से आभार
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M25,M25_S1_H23,M2,7,4.5125625,ना जाने कितने लोग इसे पढ़ते है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H24_M2.wav,abhii main shaanta hii huuna,M25,M25_S1_H24,M2,5,2.2000625,अभी मैं शांत ही हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H25_M2.wav,svaagata kei liyei dhanyavaada,M25,M25_S1_H25,M2,4,1.9,स्वागत के लिए धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M25,M25_S1_H26,M2,7,6.112625,आप अपना यह अच्छा कार्य जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M25,M25_S1_H27,M2,5,1.6313125,मैं भारत में रहता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H28_M2.wav,kahaa jaataa hai unhoonnei kabhii jiivana mein jhuutha jhuutha jhuutha kaa sahaaraa nahiin liyaa,M25,M25_S1_H28,M2,14,6.2750625,कहा जाता है उन्होंने कभी जीवन में झूठ झूठ झूठ का सहारा नहीं लिया
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H29_M2.wav,aapakaa sandeisha paakara achchhaa lagaa,M25,M25_S1_H29,M2,5,2.8938125,आपका संदेश पाकर अच्छा लगा
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M25\M25_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M25,M25_S1_H30,M2,5,2.64625,जल्दी से जल्दी कुछ कीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,M27,M27_S1_H01,M2,7,2.1125,आपके हिंदी पसंद करने पर खुशी हुई
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H02_M2.wav,isakei badalei mein tuma kuchha aura maanaga loo,M27,M27_S1_H02,M2,8,2.4500625,इसके बदले में तुम कुछ और मांग लो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M27,M27_S1_H03,M2,6,1.8750625,चिकित्सा का अर्थ होता है इलाज
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M27,M27_S1_H04,M2,5,1.6250625,इसे ऐसे ही जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M27,M27_S1_H05,M2,5,1.7313125,मदद के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M27,M27_S1_H06,M2,8,2.7750625,अब जो मैं कहता हूं उसका पालन करो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M27,M27_S1_H07,M2,6,1.6563125,भारत में ऐसा नहीं हुआ है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M27,M27_S1_H08,M2,6,2.4438125,इस सहयोग हेतु भी बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H09_M2.wav,para yaha sanbhava naa hoo sakaa,M27,M27_S1_H09,M2,6,1.7813125,पर यह संभव ना हो सका
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H10_M2.wav,meirii baatoon ki oora dhyaana diijiyei,M27,M27_S1_H10,M2,6,1.9438125,मेरी बातों कि और ध्यान दीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H11_M2.wav,yahaan sei sangharshha kaa daura shuruu huaa,M27,M27_S1_H11,M2,7,2.1813125,यहाँ से संघर्ष का दौर शुरू हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H12_M2.wav,doonoon mein badaa antara thaa,M27,M27_S1_H12,M2,5,1.7125625,दोनों में बड़ा अंतर था
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H13_M2.wav,aapa sabhii kei sahayooga kei liyei bahuta dhanyavaada,M27,M27_S1_H13,M2,8,2.9375625,आप सभी के सहयोग के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H14_M2.wav,bahuta sei looga aisaa kara rahei hai,M27,M27_S1_H14,M2,7,1.9813125,बहुत से लोग ऐसा कर रहे है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H15_M2.wav,samaya kei saatha hii nahiin usasei aagei chalaa jaaei,M27,M27_S1_H15,M2,9,3.3125625,समय के साथ ही नहीं उससे आगे चला जाए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H16_M2.wav,main krikeita kheila koo kaaphii pasanda karataa huuna,M27,M27_S1_H16,M2,8,3.7250625,मैं क्रिकेट खेल को काफी पसंद करता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H17_M2.wav,shaayada samajha aa gayaa hoo,M27,M27_S1_H17,M2,5,1.7500625,शायद समझ आ गया हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H18_M2.wav,joo shaayada aapanei deikhaa naa hoo,M27,M27_S1_H18,M2,6,2.6563125,जो शायद आपने देखा ना हो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H19_M2.wav,main bhuula hii gayaa thaa isa baata koo,M27,M27_S1_H19,M2,8,2.4563125,मैं भूला ही गया था इस बात को
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H20_M2.wav,magara vaha bhii nahiin huaa,M27,M27_S1_H20,M2,5,2.0313125,मगर वह भी नहीं हुआ
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H21_M2.wav,dara kaa artha hootaa hai bhaya,M27,M27_S1_H21,M2,6,1.6313125,दर का अर्थ होता है भय
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H22_M2.wav,eika baara phira sei aabhaara,M27,M27_S1_H22,M2,5,1.7563125,एक बार फिर से आभार
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H23_M2.wav,naa jaanei kitanei looga isei padhtei hai,M27,M27_S1_H23,M2,7,2.3375625,ना जाने कितने लोग इसे पढ़ते है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H24_M2.wav,abhii main shaanta hii huuna,M27,M27_S1_H24,M2,5,1.8500625,अभी मैं शांत ही हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H25_M2.wav,svaagata kei liyei dhanyavaada,M27,M27_S1_H25,M2,4,1.7500625,स्वागत के लिए धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H26_M2.wav,aapa apanaa yaha achchhaa kaarya jaarii rakhein,M27,M27_S1_H26,M2,7,2.7188125,आप अपना यह अच्छा कार्य जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H27_M2.wav,main bhaarata mein rahataa huuna,M27,M27_S1_H27,M2,5,1.5625625,मैं भारत में रहता हूं
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H28_M2.wav,kahaa jaataa hai ki unhoonnei kabhii jiivana mein jhuutha kaa sahaaraa nahiin liyaa,M27,M27_S1_H28,M2,13,4.8938125,कहा जाता है कि उन्होंने कभी जीवन में झूठ का सहारा नहीं लिया
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H29_M2.wav,aapakaa sandeisha paakara achchhaa lagaa,M27,M27_S1_H29,M2,5,2.0813125,आपका संदेश पाकर अच्छा लगा
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M27\M27_S1_H30_M2.wav,jaldii sei jaldii kuchha kiijiei,M27,M27_S1_H30,M2,5,1.732875,जल्दी से जल्दी कुछ कीजिए
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H01_M2.wav,aapakei hindii pasanda karanei para khushii huii,M28,M28_S1_H01,M2,7,3.91875,आपके हिंदी पसंद करने पर खुशी हुई
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H02_M2.wav,isakei badalei badalei mein tuma kuchha aura maanaga loo,M28,M28_S1_H02,M2,9,6.9125625,इसके बदले बदले में तुम कुछ और मांग लो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H03_M2.wav,chikitsaa kaa artha hootaa hai ilaaja,M28,M28_S1_H03,M2,6,2.6813125,चिकित्सा का अर्थ होता है इलाज
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H04_M2.wav,isei aisei hii jaarii rakhein,M28,M28_S1_H04,M2,5,5.0188125,इसे ऐसे ही जारी रखें
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H05_M2.wav,madada kei liyei bahuta dhanyavaada,M28,M28_S1_H05,M2,5,3.0563125,मदद के लिए बहुत धन्यवाद
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H06_M2.wav,aba joo main kahataa huuna usakaa paalana karoo,M28,M28_S1_H06,M2,8,5.8188125,अब जो मैं कहता हूं उसका पालन करो
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H07_M2.wav,bhaarata mein aisaa nahiin huaa hai,M28,M28_S1_H07,M2,6,2.8500625,भारत में ऐसा नहीं हुआ है
C:\Users\edwin\OneDrive\Desktop\Capstone\hindi indic\HDSD\hindi_sent\M28\M28_S1_H08_M2.wav,isa sahayooga heitu bhii bahuta dhanyavaada,M28,M28_S1_H08,M2,6,7.5563125,इस सहयोग हेतु भी बहुत धन्यवाद
